,team_1,team_2,team_1_rating,team_2_rating,capacity,stadium,month,derby,current_season,year,city,temprature,precipitation,attendance
420,Manchester City,West Ham United,2.0,10.0,53400.0,Etihad Stadium,apr,0.0,2012/13,2012,Manchester,9.0,27.0,47189.0
421,Stoke City,Norwich City,12.0,14.0,30089.0,bet365 Stadium,apr,0.0,2012/13,2012,Stoke,9.0,27.0,27488.0
422,Wigan Athletic,Tottenham Hotspur,18.0,5.0,25138.0,DW Stadium,apr,0.0,2012/13,2012,Wigan,10.0,36.7,22326.0
423,Manchester United,Aston Villa,1.0,17.0,75643.0,Old Trafford,apr,0.0,2012/13,2012,Manchester,9.0,27.0,75591.0
424,Tottenham Hotspur,Manchester City,5.0,2.0,36284.0,White Hart Lane,apr,0.0,2012/13,2012,London,11.0,30.6,36121.0
425,Liverpool,Chelsea,7.0,4.0,54074.0,Anfield,apr,0.0,2012/13,2012,Liverpool,10.0,36.7,45009.0
426,Fulham,Arsenal,11.0,3.0,25700.0,Craven Cottage,apr,1.0,2012/13,2012,London,11.0,30.6,25700.0
427,Norwich City,Reading,13.0,20.0,27359.0,Carrow Road,apr,0.0,2012/13,2012,Norwich,9.0,22.0,26460.0
428,Queens Park Rangers,Stoke City,19.0,15.0,18439.0,Loftus Road,apr,0.0,2012/13,2012,London,11.0,30.6,17391.0
429,Sunderland,Everton,14.0,6.0,48707.0,Stadium of Light,apr,0.0,2012/13,2012,Sunderland,7.0,23.1,44614.0
430,Swansea City,Southampton,9.0,12.0,20937.0,Liberty Stadium,apr,0.0,2012/13,2012,Swansea,10.0,39.8,20561.0
431,West Bromwich Albion,Newcastle United,8.0,16.0,26445.0,The Hawthorns,apr,0.0,2012/13,2012,West Bromwich,8.0,23.8,25671.0
432,West Ham United,Wigan Athletic,10.0,18.0,35345.0,Boleyn Ground,apr,0.0,2012/13,2012,London,11.0,30.6,34544.0
433,Manchester City,Wigan Athletic,2.0,18.0,53400.0,Etihad Stadium,apr,0.0,2012/13,2012,Manchester,9.0,27.0,47106.0
434,West Ham United,Manchester United,11.0,1.0,35345.0,Boleyn Ground,apr,0.0,2012/13,2012,London,11.0,30.6,34692.0
435,Fulham,Chelsea,10.0,3.0,25700.0,Craven Cottage,apr,1.0,2012/13,2012,London,11.0,30.6,25002.0
436,Arsenal,Everton,4.0,6.0,60704.0,Emirates Stadium,apr,0.0,2012/13,2012,London,11.0,30.6,60071.0
437,Newcastle United,Sunderland,13.0,15.0,52305.0,St James' Park,apr,0.0,2012/13,2012,Newcastle,7.0,70.0,52355.0
438,Stoke City,Manchester United,16.0,1.0,30089.0,bet365 Stadium,apr,0.0,2012/13,2012,Stoke,9.0,27.0,27191.0
439,Arsenal,Norwich City,3.0,14.0,60704.0,Emirates Stadium,apr,0.0,2012/13,2012,London,11.0,30.6,60095.0
440,Aston Villa,Fulham,17.0,10.0,42749.0,Villa Park,apr,0.0,2012/13,2012,Birmingham,8.0,23.8,37011.0
441,Everton,Queens Park Rangers,6.0,19.0,39414.0,Goodison Park,apr,0.0,2012/13,2012,Liverpool,10.0,36.7,34876.0
442,Reading,Liverpool,20.0,7.0,24161.0,Madejski Stadium,apr,0.0,2012/13,2012,Reading,9.0,30.5,24139.0
443,Southampton,West Ham United,11.0,12.0,32384.0,The Friends Provident St Mary's Stadium,apr,0.0,2012/13,2012,Southampton,9.0,19.2,31984.0
444,Manchester United,Manchester City,1.0,2.0,75643.0,Old Trafford,apr,1.0,2012/13,2012,Manchester,9.0,27.0,75498.0
445,Liverpool,West Ham United,7.0,12.0,54074.0,Anfield,apr,0.0,2012/13,2012,Liverpool,10.0,36.7,45007.0
446,Tottenham Hotspur,Everton,4.0,6.0,36284.0,White Hart Lane,apr,0.0,2012/13,2012,London,11.0,30.6,36192.0
447,Chelsea,Sunderland,3.0,17.0,40834.0,Stamford Bridge,apr,0.0,2012/13,2012,London,11.0,30.6,41500.0
448,Newcastle United,Fulham,13.0,10.0,52305.0,St James' Park,apr,0.0,2012/13,2012,Newcastle,7.0,70.0,51847.0
449,Queens Park Rangers,Wigan Athletic,19.0,18.0,18439.0,Loftus Road,apr,0.0,2012/13,2012,London,11.0,30.6,16658.0
450,Reading,Southampton,20.0,11.0,24161.0,Madejski Stadium,apr,0.0,2012/13,2012,Reading,9.0,30.5,24108.0
451,Norwich City,Swansea City,14.0,9.0,27359.0,Carrow Road,apr,0.0,2012/13,2012,Norwich,9.0,22.0,26372.0
452,Stoke City,Aston Villa,15.0,16.0,30089.0,bet365 Stadium,apr,0.0,2012/13,2012,Stoke,9.0,27.0,27544.0
453,West Bromwich Albion,Arsenal,8.0,5.0,26445.0,The Hawthorns,apr,0.0,2012/13,2012,West Bromwich,8.0,23.8,26144.0
454,Fulham,Queens Park Rangers,10.0,19.0,25700.0,Craven Cottage,apr,1.0,2012/13,2012,London,11.0,30.6,25117.0
455,Aston Villa,Liverpool,18.0,7.0,42749.0,Villa Park,mar,0.0,2012/13,2012,Birmingham,6.0,19.6,42037.0
456,Arsenal,Reading,5.0,20.0,60704.0,Emirates Stadium,mar,0.0,2012/13,2012,London,8.0,29.8,60082.0
457,Manchester City,Newcastle United,2.0,15.0,53400.0,Etihad Stadium,mar,0.0,2012/13,2012,Manchester,6.0,25.0,47201.0
458,Southampton,Chelsea,12.0,4.0,32384.0,The Friends Provident St Mary's Stadium,mar,0.0,2012/13,2012,Southampton,8.0,17.2,31779.0
459,Everton,Stoke City,6.0,13.0,39414.0,Goodison Park,mar,0.0,2012/13,2012,Liverpool,7.0,40.4,33977.0
460,Sunderland,Manchester United,16.0,1.0,48707.0,Stadium of Light,mar,0.0,2012/13,2012,Sunderland,6.0,18.5,43760.0
461,Swansea City,Tottenham Hotspur,9.0,3.0,20937.0,Liberty Stadium,mar,0.0,2012/13,2012,Swansea,7.0,62.2,20604.0
462,West Ham United,West Bromwich Albion,11.0,8.0,35345.0,Boleyn Ground,mar,0.0,2012/13,2012,London,8.0,29.8,34966.0
463,Wigan Athletic,Norwich City,17.0,14.0,25138.0,DW Stadium,mar,0.0,2012/13,2012,Wigan,7.0,40.4,17784.0
464,Sunderland,Norwich City,15.0,12.0,48707.0,Stadium of Light,mar,0.0,2012/13,2012,Sunderland,6.0,18.5,38625.0
465,Tottenham Hotspur,Fulham,4.0,10.0,36284.0,White Hart Lane,mar,1.0,2012/13,2012,London,8.0,29.8,36004.0
466,Chelsea,West Ham United,3.0,14.0,40834.0,Stamford Bridge,mar,1.0,2012/13,2012,London,8.0,29.8,41639.0
467,Wigan Athletic,Newcastle United,18.0,13.0,25138.0,DW Stadium,mar,0.0,2012/13,2012,Wigan,7.0,40.4,22297.0
468,Everton,Manchester City,6.0,2.0,39414.0,Goodison Park,mar,0.0,2012/13,2012,Liverpool,7.0,40.4,36519.0
469,Aston Villa,Queens Park Rangers,17.0,20.0,42749.0,Villa Park,mar,0.0,2012/13,2012,Birmingham,6.0,19.6,38594.0
470,Southampton,Liverpool,16.0,7.0,32384.0,The Friends Provident St Mary's Stadium,mar,0.0,2012/13,2012,Southampton,8.0,17.2,32070.0
471,Stoke City,West Bromwich Albion,11.0,8.0,30089.0,bet365 Stadium,mar,0.0,2012/13,2012,Stoke,6.0,25.0,26317.0
472,Swansea City,Arsenal,9.0,5.0,20937.0,Liberty Stadium,mar,0.0,2012/13,2012,Swansea,7.0,62.2,20583.0
473,Manchester United,Reading,1.0,19.0,75643.0,Old Trafford,mar,0.0,2012/13,2012,Manchester,6.0,25.0,75605.0
474,Newcastle United,Stoke City,13.0,11.0,52305.0,St James' Park,mar,0.0,2012/13,2012,Newcastle,4.0,106.4,50703.0
475,Liverpool,Tottenham Hotspur,6.0,3.0,54074.0,Anfield,mar,0.0,2012/13,2012,Liverpool,7.0,40.4,44752.0
476,Norwich City,Southampton,14.0,16.0,27359.0,Carrow Road,mar,0.0,2012/13,2012,Norwich,7.0,23.3,26783.0
477,Queens Park Rangers,Sunderland,20.0,15.0,18439.0,Loftus Road,mar,0.0,2012/13,2012,London,8.0,29.8,18169.0
478,Reading,Aston Villa,19.0,17.0,24161.0,Madejski Stadium,mar,0.0,2012/13,2012,Reading,7.0,22.9,24102.0
479,West Bromwich Albion,Swansea City,8.0,9.0,26445.0,The Hawthorns,mar,0.0,2012/13,2012,West Bromwich,6.0,19.6,24832.0
480,Aston Villa,Manchester City,18.0,2.0,42749.0,Villa Park,mar,0.0,2012/13,2012,Birmingham,6.0,19.6,33217.0
481,Tottenham Hotspur,Arsenal,3.0,5.0,36284.0,White Hart Lane,mar,1.0,2012/13,2012,London,8.0,29.8,36170.0
482,Chelsea,West Bromwich Albion,4.0,9.0,40834.0,Stamford Bridge,mar,0.0,2012/13,2012,London,8.0,29.8,41548.0
483,Everton,Reading,6.0,19.0,39414.0,Goodison Park,mar,0.0,2012/13,2012,Liverpool,7.0,40.4,35244.0
484,Manchester United,Norwich City,1.0,13.0,75643.0,Old Trafford,mar,0.0,2012/13,2012,Manchester,6.0,25.0,75586.0
485,Southampton,Queens Park Rangers,16.0,20.0,32384.0,The Friends Provident St Mary's Stadium,mar,0.0,2012/13,2012,Southampton,8.0,17.2,31728.0
486,Stoke City,West Ham United,11.0,12.0,30089.0,bet365 Stadium,mar,0.0,2012/13,2012,Stoke,6.0,25.0,22690.0
487,Sunderland,Fulham,14.0,10.0,48707.0,Stadium of Light,mar,0.0,2012/13,2012,Sunderland,6.0,18.5,39312.0
488,Swansea City,Newcastle United,8.0,15.0,20937.0,Liberty Stadium,mar,0.0,2012/13,2012,Swansea,7.0,62.2,20405.0
489,Wigan Athletic,Liverpool,17.0,7.0,25138.0,DW Stadium,mar,0.0,2012/13,2012,Wigan,7.0,40.4,20804.0
490,West Ham United,Tottenham Hotspur,14.0,3.0,35345.0,Boleyn Ground,feb,1.0,2012/13,2012,London,6.0,47.9,35005.0
491,Manchester City,Chelsea,2.0,4.0,53400.0,Etihad Stadium,feb,0.0,2012/13,2012,Manchester,5.0,28.4,47256.0
492,Newcastle United,Southampton,13.0,16.0,52305.0,St James' Park,feb,0.0,2012/13,2012,Newcastle,3.0,122.8,52259.0
493,Fulham,Stoke City,11.0,10.0,25700.0,Craven Cottage,feb,0.0,2012/13,2012,London,6.0,47.9,25458.0
494,Arsenal,Aston Villa,5.0,18.0,60704.0,Emirates Stadium,feb,0.0,2012/13,2012,London,6.0,47.9,60079.0
495,Norwich City,Everton,12.0,6.0,27359.0,Carrow Road,feb,0.0,2012/13,2012,Norwich,5.0,25.8,26828.0
496,Queens Park Rangers,Manchester United,20.0,1.0,18439.0,Loftus Road,feb,0.0,2012/13,2012,London,6.0,47.9,18337.0
497,Reading,Wigan Athletic,19.0,17.0,24161.0,Madejski Stadium,feb,0.0,2012/13,2012,Reading,5.0,27.2,22321.0
498,West Bromwich Albion,Sunderland,7.0,15.0,26445.0,The Hawthorns,feb,0.0,2012/13,2012,West Bromwich,5.0,23.4,25924.0
499,Liverpool,Swansea City,7.0,8.0,54074.0,Anfield,feb,0.0,2012/13,2012,Liverpool,6.0,40.6,44832.0
500,Liverpool,West Bromwich Albion,7.0,9.0,54074.0,Anfield,feb,0.0,2012/13,2012,Liverpool,6.0,40.6,44752.0
501,Aston Villa,West Ham United,17.0,11.0,42749.0,Villa Park,feb,0.0,2012/13,2012,Birmingham,5.0,23.4,30503.0
