,team_1,team_2,team_1_rating,team_2_rating,capacity,month,derby,year,city,attendance,occuper
4212,7,2,12,2,52305,4,False,2006,18,52056,99
4213,13,33,11,8,42749,4,False,2006,13,31745,74
4214,15,38,6,7,28723,4,False,2006,25,23533,81
4215,26,37,18,17,27111,4,False,2006,16,27111,100
4216,30,14,15,10,25700,4,False,2006,16,23652,92
4217,16,36,3,16,54074,4,False,2006,31,45047,83
4218,28,5,20,13,22200,4,False,2006,19,18537,83
4219,12,6,1,14,75643,4,False,2006,26,75967,100
4220,19,1,9,4,36284,4,True,2006,16,36054,99
4221,10,4,19,5,35345,4,False,2006,16,34896,98
4222,14,28,10,20,31367,4,False,2006,12,16031,51
4223,16,6,3,14,54074,4,False,2006,31,43247,79
4224,10,2,19,2,35345,4,True,2006,16,35156,99
4225,1,5,4,13,60704,4,False,2006,16,59913,98
4226,12,37,1,17,75643,4,False,2006,26,75540,99
4227,36,19,15,8,25138,4,False,2006,5,16654,66
4228,4,26,5,18,39414,4,False,2006,31,34028,86
4229,1,15,4,6,60704,4,False,2006,16,60101,99
4230,5,16,12,3,53400,4,False,2006,26,45883,85
4231,6,13,14,10,33746,4,False,2006,21,26959,79
4232,33,7,7,11,20978,4,False,2006,7,20165,96
4233,38,30,9,16,24161,4,False,2006,34,24082,99
4234,37,10,17,19,32702,4,False,2006,17,31593,96
4235,28,33,20,8,22200,4,False,2006,19,18119,81
4236,13,36,14,16,42749,4,False,2006,13,31920,74
4237,15,4,5,6,28723,4,False,2006,25,25179,87
4238,30,5,15,12,25700,4,False,2006,16,22435,87
4239,7,1,10,4,52305,4,False,2006,18,52299,99
4240,26,38,17,9,27111,4,False,2006,16,26271,96
4241,2,19,2,7,40834,4,True,2006,16,41869,102
4242,1,10,4,19,60704,4,True,2006,16,60098,99
4243,14,13,11,13,31367,4,False,2006,12,24148,76
4244,6,28,12,20,33746,4,False,2006,21,25534,75
4245,38,16,9,3,24161,4,False,2006,34,24121,99
4246,37,7,18,10,32702,4,False,2006,17,32572,99
4247,36,15,16,5,25138,4,False,2006,5,18768,74
4248,33,12,8,1,20978,4,False,2006,7,20223,96
4249,5,26,14,17,53400,4,False,2006,26,41424,77
4250,4,30,6,15,39414,4,False,2006,31,35612,90
4251,13,4,14,7,42749,4,False,2006,13,36407,85
4252,19,38,6,8,36284,4,False,2006,16,36067,99
4253,15,37,5,17,28723,3,False,2006,25,24481,85
4254,26,36,18,16,27111,3,False,2006,16,26500,97
4255,30,33,15,9,25700,3,False,2006,16,22806,88
4256,12,14,1,10,75643,3,False,2006,26,76004,100
4257,7,5,11,13,52305,3,False,2006,18,52320,100
4258,10,6,19,12,35345,3,False,2006,16,34854,98
4259,28,2,20,2,22200,3,False,2006,19,19793,89
4260,16,1,3,4,54074,3,False,2006,31,44845,82
4261,26,7,18,11,27111,3,False,2006,16,27028,99
4262,13,16,13,4,42749,3,False,2006,13,42551,99
4263,4,1,6,3,39414,3,False,2006,31,37162,94
4264,12,15,1,5,75643,3,False,2006,26,76058,100
4265,2,37,2,17,40834,3,False,2006,16,41908,102
4266,6,5,12,15,33746,3,False,2006,21,26341,78
4267,38,33,8,9,24161,3,False,2006,34,24087,99
4268,19,28,7,20,36284,3,False,2006,16,36051,99
4269,36,30,16,14,25138,3,False,2006,5,16753,66
4270,14,10,10,19,31367,3,False,2006,12,18586,59
4271,13,1,13,3,42749,3,False,2006,13,39968,93
4272,5,2,17,2,53400,3,False,2006,26,39429,73
4273,15,14,5,10,28723,3,False,2006,25,22272,77
4274,10,19,20,8,35345,3,True,2006,16,34967,98
4275,16,12,4,1,54074,3,False,2006,31,44887,83
4276,1,38,3,7,60704,3,False,2006,16,60132,99
4277,30,13,14,13,25700,3,False,2006,16,24552,95
4278,5,36,17,15,53400,3,False,2006,26,39923,74
4279,7,6,11,12,52305,3,False,2006,18,52303,99
4280,37,4,16,6,32702,3,False,2006,17,32019,97
4281,28,26,19,18,22200,3,False,2006,19,19782,89
4282,33,2,9,2,20978,3,False,2006,7,20219,96
4283,36,7,17,11,25138,2,False,2006,5,22019,87
4284,14,33,10,8,31367,2,False,2006,12,17434,55
4285,19,15,9,5,36284,2,False,2006,16,35747,98
4286,30,12,14,1,25700,2,False,2006,16,24459,95
4287,26,10,18,19,27111,2,True,2006,16,27111,100
4288,16,37,3,16,54074,2,False,2006,31,45072,83
4289,6,38,12,6,33746,2,False,2006,21,26412,78
4290,28,4,20,7,22200,2,False,2006,19,18761,84
4291,28,36,20,17,22200,2,False,2006,19,18338,82
4292,4,19,8,10,39414,2,False,2006,31,34121,86
4293,15,30,5,14,28723,2,False,2006,25,24919,86
4294,1,36,4,17,60704,2,False,2006,16,60049,98
4295,2,6,2,12,40834,2,False,2006,16,41709,102
4296,4,14,8,11,39414,2,False,2006,31,35593,90
4297,12,26,1,19,75643,2,False,2006,26,75883,100
4298,7,16,9,3,52305,2,False,2006,18,52305,100
4299,33,5,7,16,20978,2,False,2006,7,19330,92
4300,38,13,6,13,24161,2,False,2006,34,24122,99
4301,37,19,15,10,32702,2,False,2006,17,32144,98
4302,10,28,18,20,35345,2,False,2006,16,34521,97
4303,19,12,11,1,36284,2,False,2006,16,36146,99
4304,16,4,3,8,54074,2,True,2006,31,44957,83
4305,13,10,13,18,42749,2,False,2006,13,41202,96
4306,14,37,9,16,31367,2,False,2006,12,20918,66
4307,26,2,19,2,27111,2,True,2006,16,27111,100
4308,30,7,14,10,25700,2,False,2006,16,24340,94
4309,5,38,15,6,53400,2,False,2006,26,38676,72
4310,28,15,20,5,22200,2,False,2006,19,18722,84
4311,36,33,17,7,25138,2,False,2006,5,15295,60
4312,6,1,12,4,33746,2,False,2006,21,31122,92
4313,2,14,2,12,40834,1,False,2006,16,37967,92
4314,15,26,5,19,28723,1,False,2006,25,22357,77
4315,12,28,1,20,75643,1,False,2006,26,76032,100
4316,7,13,9,14,52305,1,False,2006,18,49438,94
4317,33,6,6,11,20978,1,False,2006,7,19820,94
4318,37,30,16,15,32702,1,False,2006,17,27540,84
4319,10,16,18,3,35345,1,False,2006,16,35278,99
4320,38,36,7,17,24161,1,False,2006,34,21954,90
4321,28,14,20,10,22200,1,False,2006,19,16455,74
4322,36,4,17,7,25138,1,False,2006,5,18346,72
4323,1,12,4,1,60704,1,False,2006,16,60128,99
4324,16,2,3,2,54074,1,False,2006,31,44969,83
4325,13,28,14,20,42749,1,False,2006,13,35892,83
4326,30,19,15,9,25700,1,True,2006,16,23580,91
4327,6,15,11,5,33746,1,False,2006,21,24634,72
4328,7,10,12,18,52305,1,False,2006,18,52096,99
4329,33,26,6,19,20978,1,False,2006,7,19508,92
4330,38,37,8,16,24161,1,False,2006,34,23956,99
4331,5,14,13,10,53400,1,False,2006,26,36950,69
4332,4,38,7,9,39414,1,False,2006,31,34722,88
4333,19,7,8,11,36284,1,False,2006,16,35942,99
4334,15,5,5,10,28723,1,False,2006,25,21938,76
4335,26,6,19,14,27111,1,False,2006,16,26384,97
4336,2,36,2,17,40834,1,False,2006,16,40845,100
4337,12,13,1,15,75643,1,False,2006,26,76073,100
4338,37,33,16,6,32702,1,False,2006,17,30269,92
4339,14,1,12,4,31367,1,False,2006,12,21852,69
4340,28,16,20,3,22200,1,False,2006,19,19740,88
4341,10,30,18,13,35345,1,True,2006,16,34552,97
4342,1,26,4,19,60704,1,True,2006,16,60057,98
4343,13,2,13,2,42749,1,False,2006,13,41006,95
4344,16,15,3,5,54074,1,False,2006,31,44290,81
4345,30,28,12,20,25700,1,False,2006,16,19698,76
4346,5,4,10,8,53400,1,False,2006,26,39836,74
4347,6,37,15,16,33746,1,False,2006,21,27963,82
4348,33,19,6,7,20978,1,False,2006,7,20185,96
4349,38,10,9,18,24161,1,False,2006,34,23992,99
4350,36,14,17,11,25138,1,False,2006,5,15039,59
4351,7,12,14,1,52305,1,False,2006,18,52302,99
4352,26,13,19,12,27111,12,False,2006,16,26699,98
4353,14,6,14,17,31367,12,False,2006,12,22653,72
4354,15,33,3,6,28723,12,False,2006,25,22616,78
4355,2,30,2,11,40834,12,True,2006,16,41934,102
4356,4,7,7,13,39414,12,False,2006,31,38682,98
4357,12,38,1,9,75643,12,False,2006,26,75910,100
4358,19,16,8,4,36284,12,False,2006,16,36170,99
4359,10,5,18,10,35345,12,False,2006,16,34552,97
4360,37,1,15,5,32702,12,False,2006,17,32086,98
4361,26,30,19,12,27111,12,True,2006,16,25203,92
4362,2,38,2,9,40834,12,False,2006,16,41923,102
4363,19,13,7,10,36284,12,False,2006,16,35293,97
4364,10,33,18,5,35345,12,False,2006,16,34886,98
4365,14,16,15,6,31367,12,False,2006,12,29342,93
4366,15,7,4,11,28723,12,False,2006,25,26255,91
4367,4,6,8,16,39414,12,False,2006,31,38126,96
4368,12,36,1,14,75643,12,False,2006,26,76018,100
4369,37,5,17,13,32702,12,False,2006,17,32591,99
4370,28,1,20,3,22200,12,False,2006,19,19750,88
4371,1,14,4,17,60704,12,False,2006,16,59913,98
4372,13,12,10,1,42749,12,False,2006,13,42551,99
4373,16,28,3,20,54074,12,False,2006,31,44639,82
4374,5,15,15,5,53400,12,False,2006,26,40157,75
4375,6,26,14,19,33746,12,False,2006,21,32013,94
4376,7,19,11,7,52305,12,False,2006,18,52093,99
4377,33,37,6,16,20978,12,False,2006,7,20168,96
4378,38,4,9,8,24161,12,False,2006,34,23120,95
4379,36,2,13,2,25138,12,False,2006,5,22304,88
4380,30,10,12,18,25700,12,True,2006,16,22452,87
4381,30,6,11,17,25700,12,False,2006,16,16323,63
4382,4,2,10,2,39414,12,False,2006,31,33970,86
4383,5,19,14,7,53400,12,False,2006,26,39285,73
4384,10,12,18,1,35345,12,False,2006,16,34989,98
4385,26,16,19,3,27111,12,False,2006,16,27111,100
4386,1,33,4,6,60704,12,False,2006,16,60037,98
4387,7,28,13,20,52305,12,False,2006,18,49640,94
4388,38,14,8,16,24161,12,False,2006,34,23074,95
4389,36,37,12,15,25138,12,False,2006,5,16445,65
4390,13,15,9,5,42749,12,False,2006,13,27450,64
4391,2,7,2,14,40834,12,False,2006,16,41944,102
4392,36,1,11,3,25138,12,False,2006,5,15506,61
4393,37,13,16,8,32702,12,False,2006,17,30957,94
4394,2,1,2,3,40834,12,True,2006,16,41945,102
4395,12,5,1,12,75643,12,True,2006,26,75858,100
4396,14,7,17,14,31367,12,False,2006,12,19225,61
4397,16,30,5,13,54074,12,False,2006,31,44907,83
4398,6,36,15,11,33746,12,False,2006,21,23638,70
4399,33,4,4,10,20978,12,False,2006,7,19526,93
4400,19,26,9,19,36284,12,True,2006,16,36781,101
4401,28,38,20,7,22200,12,False,2006,19,19223,86
4402,15,10,6,18,28723,12,False,2006,25,22283,77
4403,7,38,15,6,52305,12,False,2006,18,48363,92
4404,10,36,18,11,35345,12,False,2006,16,33468,94
4405,26,14,19,14,27111,12,False,2006,16,23423,86
4406,19,6,10,16,36284,12,False,2006,16,34154,94
4407,5,28,12,20,53400,12,False,2006,26,35915,67
4408,4,10,7,18,39414,12,False,2006,31,32968,83
4409,1,19,3,10,60704,12,True,2006,16,60119,99
4410,14,30,14,13,31367,12,False,2006,12,16799,53
4411,33,13,4,8,20978,12,False,2006,7,20042,95
4412,38,15,6,9,24161,12,False,2006,34,23556,97
4413,37,26,17,19,32702,12,False,2006,17,27368,83
4414,36,16,11,5,25138,12,False,2006,5,22326,88
4415,6,12,16,1,33746,12,False,2006,21,31238,92
4416,13,5,5,12,42749,11,False,2006,13,30124,70
4417,15,2,4,2,28723,11,False,2006,25,23381,81
4418,16,33,7,3,54074,11,False,2006,31,44141,81
4419,12,4,1,9,75643,11,False,2006,26,75723,100
4420,30,1,10,6,25700,11,True,2006,16,24510,95
4421,28,37,19,18,22200,11,False,2006,19,18887,85
4422,7,33,17,4,52305,11,False,2006,18,48834,93
4423,19,36,10,11,36284,11,False,2006,16,35205,97
4424,12,2,1,2,75643,11,False,2006,26,75948,100
4425,26,4,20,8,27111,11,False,2006,16,26435,97
4426,13,6,5,13,42749,11,False,2006,13,33612,78
4427,30,38,12,7,25700,11,False,2006,16,22673,88
4428,16,5,9,14,54074,11,False,2006,31,45071,83
4429,10,37,15,18,35345,11,False,2006,16,34242,96
4430,15,1,3,6,28723,11,False,2006,25,24409,84
4431,36,13,9,5,25138,11,False,2006,5,18728,74
4432,14,19,15,13,31367,11,False,2006,12,18083,57
4433,5,30,12,11,53400,11,False,2006,26,35776,66
4434,1,7,4,17,60704,11,False,2006,16,60058,98
4435,2,10,2,16,40834,11,True,2006,16,41948,102
4436,4,15,7,6,39414,11,False,2006,31,34414,87
4437,33,28,3,19,20978,11,False,2006,7,19728,94
4438,38,26,8,20,24161,11,False,2006,34,24093,99
4439,37,12,18,1,32702,11,False,2006,17,32584,99
4440,6,16,14,10,33746,11,False,2006,21,31424,93
4441,38,19,11,12,24161,11,False,2006,34,24042,99
4442,1,16,3,9,60704,11,False,2006,16,60110,99
4443,5,7,14,18,53400,11,False,2006,26,40571,75
4444,2,28,2,19,40834,11,False,2006,16,41935,102
4445,4,13,7,4,39414,11,False,2006,31,36376,92
4446,6,10,13,16,33746,11,False,2006,21,25898,76
4447,33,30,6,10,20978,11,False,2006,7,19309,92
4448,37,15,17,5,32702,11,False,2006,17,28294,86
4449,36,26,8,20,25138,11,False,2006,5,16648,66
4450,14,12,15,1,31367,11,False,2006,12,25898,82
4451,10,1,15,5,35345,11,True,2006,16,34912,98
4452,13,14,6,13,42749,11,False,2006,13,30089,70
4453,19,2,10,2,36284,11,True,2006,16,36070,99
4454,15,36,3,11,28723,11,False,2006,25,21255,73
4455,26,5,20,14,27111,11,False,2006,16,26011,95
4456,16,38,8,12,54074,11,False,2006,31,45070,83
4457,12,33,1,4,75643,11,False,2006,26,76004,100
4458,28,6,17,16,22200,11,False,2006,19,18951,85
4459,7,37,19,18,52305,11,False,2006,18,50189,95
4460,30,4,9,7,25700,11,False,2006,16,23327,90
4461,5,6,13,15,53400,10,False,2006,26,36720,68
4462,10,14,16,11,35345,10,False,2006,16,33607,95
4463,37,2,19,2,32702,10,False,2006,17,32321,98
4464,1,4,5,6,60704,10,False,2006,16,60047,98
4465,15,12,3,1,28723,10,False,2006,25,27229,94
4466,30,36,9,14,25700,10,False,2006,16,22882,89
4467,16,13,8,7,54074,10,False,2006,31,45018,83
4468,33,38,4,10,20978,10,False,2006,7,20110,95
4469,28,19,18,12,22200,10,False,2006,19,19660,88
4470,7,26,17,20,52305,10,False,2006,18,49642,94
4471,12,16,1,11,75643,10,False,2006,26,75828,100
4472,14,15,10,3,31367,10,False,2006,12,27724,88
4473,6,7,12,16,33746,10,False,2006,21,30036,89
4474,19,10,13,19,36284,10,True,2006,16,36162,99
4475,38,1,9,4,24161,10,False,2006,34,24004,99
4476,36,5,15,14,25138,10,False,2006,5,16522,65
4477,26,28,20,18,27111,10,False,2006,16,27011,99
4478,2,33,2,5,40834,10,False,2006,16,41891,102
4479,4,37,6,17,39414,10,False,2006,31,37900,96
4480,13,30,7,8,42749,10,False,2006,13,30919,72
4481,30,26,10,20,25700,10,True,2006,16,19179,74
4482,7,15,15,3,52305,10,False,2006,18,48747,93
4483,36,12,17,1,25138,10,False,2006,5,20726,82
4484,1,28,5,19,60704,10,False,2006,16,60018,98
4485,13,19,6,14,42749,10,False,2006,13,42551,99
4486,16,14,11,9,54074,10,False,2006,31,44900,83
4487,5,37,12,16,53400,10,False,2006,26,42192,79
4488,6,4,13,7,33746,10,False,2006,21,27156,80
4489,33,10,4,18,20978,10,False,2006,7,20142,96
4490,38,2,8,2,24161,10,False,2006,34,24026,99
4491,28,30,19,11,22200,10,False,2006,19,17982,81
4492,10,38,16,7,35345,10,False,2006,16,34592,97
4493,14,36,9,15,31367,10,False,2006,12,17864,56
4494,12,7,1,13,75643,10,False,2006,26,75664,100
4495,19,33,14,4,36284,10,False,2006,16,36063,99
4496,26,1,20,8,27111,9,True,2006,16,26720,98
4497,2,13,2,6,40834,9,False,2006,16,41949,102
4498,4,5,5,12,39414,9,False,2006,31,38250,97
4499,37,6,18,17,32702,9,False,2006,17,27483,84
4500,15,16,3,10,28723,9,False,2006,25,25061,87
4501,33,15,3,6,20978,9,False,2006,7,19093,91
4502,7,4,12,4,52305,9,False,2006,18,50414,96
4503,16,19,7,17,54074,9,False,2006,31,45121,83
4504,1,37,9,20,60704,9,False,2006,16,59912,98
4505,13,26,5,19,42749,9,False,2006,13,35513,83
4506,30,2,11,1,25700,9,True,2006,16,24290,94
4507,5,10,13,15,53400,9,False,2006,26,41073,76
4508,6,14,16,10,33746,9,False,2006,21,24959,73
4509,36,28,14,18,25138,9,False,2006,5,17111,68
4510,38,12,8,2,24161,9,False,2006,34,24152,99
4511,16,7,9,10,54074,9,False,2006,31,45114,83
4512,2,16,3,9,40834,9,False,2006,16,41882,102
4513,14,5,13,17,31367,9,False,2006,12,18403,58
4514,19,30,16,8,36284,9,True,2006,16,36131,99
4515,10,7,12,10,35345,9,False,2006,16,34623,97
4516,12,1,2,11,75643,9,False,2006,26,75595,99
4517,26,33,18,1,27111,9,False,2006,16,26145,96
4518,15,6,7,14,28723,9,False,2006,25,21164,73
4519,4,36,4,15,39414,9,False,2006,31,37117,94
4520,37,38,20,6,32702,9,False,2006,17,28288,86
4521,28,13,19,5,22200,9,False,2006,19,18620,83
4522,38,5,8,11,24161,9,False,2006,34,23924,99
4523,10,13,9,5,35345,9,False,2006,16,34211,96
4524,4,16,3,10,39414,9,True,2006,31,40004,101
4525,1,6,17,12,60704,9,False,2006,16,60007,98
4526,15,28,6,20,28723,9,False,2006,25,21140,73
4527,2,26,4,16,40834,9,True,2006,16,41194,100
4528,7,30,14,7,52305,9,False,2006,18,51398,98
4529,33,36,2,13,20978,9,False,2006,7,19539,93
4530,37,14,18,19,32702,9,False,2006,17,29876,91
4531,12,19,1,15,75643,9,False,2006,26,75453,99
4532,6,33,16,2,33746,8,False,2006,21,24834,73
4533,13,7,3,13,42749,8,False,2006,13,35141,82
4534,14,2,20,5,31367,8,False,2006,12,19398,61
4535,26,15,15,8,27111,8,False,2006,16,23673,87
4536,30,37,10,19,25700,8,False,2006,16,18312,71
4537,19,4,14,4,36284,8,False,2006,16,35540,97
4538,28,12,18,1,22200,8,False,2006,19,19453,87
4539,5,1,9,17,53400,8,False,2006,26,40699,76
4540,16,10,7,6,54074,8,False,2006,31,45262,83
4541,36,38,11,12,25138,8,False,2006,5,14834,59
4542,13,38,5,10,42749,8,False,2006,13,37329,87
4543,5,33,17,2,53400,8,False,2006,26,37214,69
4544,14,4,16,6,31367,8,False,2006,12,22015,70
4545,26,12,20,1,27111,8,False,2006,16,25412,93
4546,30,15,18,4,25700,8,False,2006,16,18559,72
4547,6,2,9,7,33746,8,False,2006,21,29269,86
4548,28,10,14,3,22200,8,False,2006,19,18344,82
4549,19,37,11,15,36284,8,False,2006,16,35287,97
4550,12,30,1,20,75643,8,False,2006,26,75115,99
4551,2,5,2,19,40834,8,False,2006,16,41814,102
4552,37,16,12,11,32702,8,False,2006,17,31726,97
4553,1,13,9,10,60704,8,False,2006,16,60023,98
4554,4,28,7,14,39414,8,False,2006,31,39691,100
4555,7,36,8,15,52305,8,False,2006,18,52227,99
4556,33,14,3,18,20978,8,False,2006,7,19502,92
4557,38,6,6,13,24161,8,False,2006,34,23802,98
4558,10,26,4,16,35345,8,True,2006,16,34704,98
4559,15,19,5,17,28723,8,False,2006,25,22899,79
4560,31,14,19,7,29409,5,False,2007,13,22201,75
4561,2,15,2,16,40834,5,False,2007,16,35038,85
4562,21,38,20,18,33597,5,False,2007,9,33087,98
4563,4,7,5,12,39414,5,False,2007,31,32530,82
4564,6,5,13,9,33746,5,False,2007,21,24142,71
4565,33,30,8,17,20978,5,False,2007,7,13743,65
4566,23,1,15,3,48707,5,False,2007,14,36625,75
4567,19,16,11,4,36284,5,False,2007,16,34068,93
4568,10,13,10,6,35345,5,False,2007,16,26144,73
4569,36,12,14,1,25138,5,False,2007,5,17571,69
4570,7,2,12,2,52305,5,False,2007,18,45475,86
4571,1,4,3,5,60704,5,False,2007,16,44293,72
4572,16,5,4,9,54074,5,False,2007,31,42556,78
4573,12,10,1,10,75643,5,False,2007,26,64167,84
4574,13,36,6,13,42749,5,False,2007,13,30246,70
4575,14,21,7,20,31367,5,False,2007,12,18061,57
4576,30,31,17,19,25700,5,False,2007,16,15862,61
4577,6,33,14,8,33746,5,False,2007,21,22452,66
4578,38,19,18,11,24161,5,False,2007,34,16067,66
4579,15,23,16,15,28723,5,False,2007,25,20540,71
4580,21,1,20,3,33597,4,False,2007,9,23139,68
4581,33,14,7,8,20978,4,False,2007,7,16272,77
4582,4,13,5,6,39414,4,False,2007,31,33539,85
4583,2,12,2,1,40834,4,False,2007,16,35846,87
4584,31,16,18,4,29409,4,False,2007,13,24470,83
4585,5,30,9,19,53400,4,False,2007,26,39170,73
4586,23,6,13,15,48707,4,False,2007,14,30288,62
4587,19,15,11,16,36284,4,False,2007,16,29207,80
4588,10,7,10,12,35345,4,False,2007,16,28601,80
4589,36,38,14,17,25138,4,False,2007,5,10090,40
4590,13,31,6,18,42749,4,True,2007,13,35375,82
4591,7,23,12,15,52305,4,False,2007,18,46245,88
4592,5,33,8,7,53400,4,False,2007,26,30713,57
4593,1,38,3,17,60704,4,False,2007,16,40071,66
4594,30,16,19,4,25700,4,False,2007,16,21508,83
4595,6,15,14,16,33746,4,False,2007,21,21869,64
4596,10,21,10,20,35345,4,False,2007,16,23844,67
4597,36,19,13,11,25138,4,False,2007,5,16610,66
4598,14,12,9,1,31367,4,False,2007,12,25005,79
4599,4,2,5,2,39414,4,False,2007,31,35258,89
4600,2,36,2,15,40834,4,False,2007,16,35997,88
4601,16,14,4,9,54074,4,False,2007,31,39518,73
4602,12,1,1,3,75643,4,False,2007,26,65715,86
4603,31,4,17,5,29409,4,False,2007,13,23022,78
4604,15,10,18,10,28723,4,False,2007,25,20724,72
4605,21,13,20,7,33597,4,False,2007,9,33006,98
4606,38,30,16,19,24161,4,False,2007,34,16058,66
4607,23,5,14,8,48707,4,False,2007,14,33954,69
4608,19,6,11,13,36284,4,False,2007,16,31301,86
4609,33,7,6,12,20978,4,False,2007,7,13445,64
4610,10,33,10,6,35345,4,False,2007,16,20595,58
4611,6,12,14,1,33746,4,False,2007,21,30719,91
4612,4,21,5,20,39414,4,False,2007,31,29277,74
4613,1,16,3,4,60704,4,False,2007,16,46933,77
4614,13,15,7,18,42749,4,False,2007,13,30980,72
4615,14,19,8,11,31367,4,False,2007,12,23203,73
4616,30,23,19,13,25700,4,False,2007,16,18037,70
4617,5,2,9,2,53400,4,False,2007,26,40037,74
4618,7,38,12,16,52305,4,False,2007,18,32591,62
4619,36,31,15,17,25138,4,False,2007,5,13504,53
4620,2,6,2,13,40834,3,False,2007,16,34039,83
4621,19,7,11,12,36284,3,False,2007,16,32690,90
4622,16,4,4,5,54074,3,True,2007,31,42350,78
4623,31,5,17,9,29409,3,False,2007,13,22799,77
4624,15,1,18,3,28723,3,False,2007,25,21510,74
4625,21,30,20,19,33597,3,False,2007,9,14082,41
4626,33,36,6,16,20978,3,False,2007,7,11370,54
4627,38,14,15,7,24161,3,False,2007,34,11537,47
4628,23,10,14,10,48707,3,False,2007,14,33867,69
4629,12,13,1,8,75643,3,False,2007,26,64203,84
4630,12,16,1,4,75643,3,False,2007,26,65059,86
